scenario,provider,gpu_model,vram_gb,eu_resident,pricing_mode,compute_hours,compute_usd,overhead_usd,storage_usd,egress_usd,total_usd_month,assumptions
interactive-dev,Modal,"NVIDIA H100 (EU-pinned, broad 'eu')",80,yes,on-demand,20,118.48,0,0.0,0,118.48,20h of attached session time. Volume held all month. Boot/teardown overhead is negligible at session scale and is not modelled separately. Storage: 1 TiB/month free. $3.9492 base x 1.5 EU multiplier; narrow eu-west Dublin is 1.75x = $6.9111
interactive-dev,AWS EC2,NVIDIA H100 SXM (p5.4xlarge),80,yes,on-demand,20,178.88,0,4.18,0,183.06,20h of attached session time. Volume held all month. Boot/teardown overhead is negligible at session scale and is not modelled separately. Storage: 50GB gp3 @ $0.0836/GB-mo. eu-west-2 LONDON - the only single-H100 EC2 shape anywhere in the EU/UK; not available in Stockholm or Frankfurt
training,RunPod (Community Cloud),NVIDIA RTX A6000,48,yes,on-demand,60,19.8,0,3.5,0,23.3,"60h sustained. Volume held all month. Storage: 50GB network volume @ $0.07/GB-mo (billed HOURLY, not per-second). CHEAPEST 48GB-class GPU-hour found anywhere in this study. Community = vetted third-party hosts, NOT preemptible and cannot be outbid"
training,Thunder Compute,NVIDIA RTX A6000,48,no,on-demand,60,21.0,0,2.5,0,23.5,"60h sustained. Volume held all month. Storage: 50GB snapshot @ $0.05/GB-mo (persistent disk dies with the instance; 100GB/GPU free while running). cheapest 48GB anywhere; US-only, no EU region"
training,RunPod (Community Cloud),NVIDIA A40,48,yes,on-demand,60,21.0,0,3.5,0,24.5,"60h sustained. Volume held all month. Storage: 50GB network volume @ $0.07/GB-mo (billed HOURLY, not per-second). Community = vetted third-party hosts, NOT preemptible and cannot be outbid"
training,Verda,NVIDIA RTX A6000,48,yes,spot/preemptible,60,18.3,0,10.0,0,28.3,60h sustained at the spot/preemptible rate $0.305/hr. INTERRUPTION RISK: spot is ~50% off; UNRESOLVED forum report that volumes on PRE-EMPTED spot instances are DELETED not detached. A 60h run WILL be interrupted at least once on most preemptible tiers - checkpoint or do not use this mode. Storage: 50GB NVMe @ $0.20/GiB-mo. 10-min prepaid blocks with automatic refund of the unused portion
training,RunPod (Secure Cloud),NVIDIA A40,48,yes,on-demand,60,26.4,0,3.5,0,29.9,60h sustained. Volume held all month. Storage: 50GB network volume @ $0.07/GB-mo. T3/T4 partner datacenters; the tier to use for private weights
training,Hyperstack,NVIDIA RTX A6000,48,no,on-demand,60,30.0,0,3.5,0,33.5,60h sustained. Volume held all month. Storage: 50GB volume @ $0.07/GB-mo. NORWAY-1 = EEA not EU; a SHUTOFF VM still bills FULL COMPUTE - teardown must DELETE or hibernate
training,Verda,NVIDIA RTX A6000,48,yes,on-demand,60,36.6,0,10.0,0,46.6,60h sustained. Volume held all month. Storage: 50GB NVMe @ $0.20/GiB-mo. 10-min prepaid blocks with automatic refund of the unused portion
training,Nebius,NVIDIA L40S (AMD CPU),48,yes,spot/preemptible,60,44.4,0,4.0,0,48.4,60h sustained at the spot/preemptible rate $0.74/hr. INTERRUPTION RISK: genuine preemptible. A 60h run WILL be interrupted at least once on most preemptible tiers - checkpoint or do not use this mode. Storage: 50GB Shared Filesystem @ $0.08/GiB-mo (billed regardless of VM attachment). eu-north1 Finland; true per-second billing
training,Beam Cloud,NVIDIA A6000,48,unknown,on-demand,60,49.25,0,0.0,0,49.25,60h sustained. Volume held all month. Storage: 1 TB storage included free. Beam does NOT bill cold boot or container load - the only provider here where boot is genuinely free
training,Verda,NVIDIA L40S,48,yes,spot/preemptible,60,41.1,0,10.0,0,51.1,"60h sustained at the spot/preemptible rate $0.685/hr. INTERRUPTION RISK: . A 60h run WILL be interrupted at least once on most preemptible tiers - checkpoint or do not use this mode. Storage: 50GB NVMe @ $0.20/GiB-mo. Ada-generation 48GB, faster than an A6000"
training,Verda,NVIDIA A100 SXM4 80GB,80,yes,spot/preemptible,60,53.7,0,10.0,0,63.7,60h sustained at the spot/preemptible rate $0.895/hr. INTERRUPTION RISK: . A 60h run WILL be interrupted at least once on most preemptible tiers - checkpoint or do not use this mode. Storage: 50GB NVMe @ $0.20/GiB-mo. Finland
training,Verda,NVIDIA RTX PRO 6000 (96GB),96,yes,spot/preemptible,60,56.7,0,10.0,0,66.7,"60h sustained at the spot/preemptible rate $0.945/hr. INTERRUPTION RISK: . A 60h run WILL be interrupted at least once on most preemptible tiers - checkpoint or do not use this mode. Storage: 50GB NVMe @ $0.20/GiB-mo. 96GB removes the ADR-0005 ceiling outright, in an EU region, for under $2/hr"
training,Thunder Compute,NVIDIA A100 80GB,80,no,on-demand,60,65.4,0,2.5,0,67.9,60h sustained. Volume held all month. Storage: 50GB snapshot @ $0.05/GB-mo. cheapest 80GB-class with all 3 requirements; US-only
training,Microsoft Azure,NVIDIA A100 80GB (NC24ads_A100_v4),80,yes,spot/preemptible,60,48.88,0,19.71,0,68.59,"60h sustained at the spot/preemptible rate $0.814598/hr. INTERRUPTION RISK: genuine spot; discount varies 3.4x across Azure EU regions for the same SKU with no pattern. A 60h run WILL be interrupted at least once on most preemptible tiers - checkpoint or do not use this mode. Storage: Azure disks are TIERED - a 50GB cache pays the 128 GiB P10 tier: $19.71/mo northeurope (Standard SSD E-tier is cheaper). northeurope Ireland. The only single 80GB+ GPU sold as a normal VM in an EU region without buying eight. Whole-VM price, directly comparable."
training,UpCloud,NVIDIA L40S,48,yes,spot/preemptible,60,57.0,0,12.5,0,69.5,"60h sustained at the spot/preemptible rate $0.95/hr. INTERRUPTION RISK: genuine spot, terminable at any time. A 60h run WILL be interrupted at least once on most preemptible tiers - checkpoint or do not use this mode. Storage: 50GB MaxIOPS Helsinki @ $0.250/GB-mo (Standard $0.097 = $4.85 is the cheaper option). | MISSES sub-hour billing - 'GPU Server plans are billed by the starting hour'"
training,RunPod (Community Cloud),NVIDIA A100 PCIe 80GB,80,yes,on-demand,60,71.4,0,3.5,0,74.9,60h sustained. Volume held all month. Storage: 50GB network volume @ $0.07/GB-mo. third-party hosts
training,Lambda,NVIDIA RTX A6000,48,yes,on-demand,60,65.4,0,10.0,0,75.4,"60h sustained. Volume held all month. Storage: 50GB filesystem @ $0.20/GiB-mo (billed while it exists, even unmounted). Europe-Central-1 Germany is a real region; A6000 stock THERE is unconfirmed. No spot tier at all."
training,Hyperstack,NVIDIA A100 PCIe 80GB,80,no,on-demand,60,81.0,0,3.5,0,84.5,60h sustained. Volume held all month. Storage: 50GB volume @ $0.07/GB-mo. EEA Norway
training,RunPod (Secure Cloud),NVIDIA A100 PCIe 80GB,80,yes,on-demand,60,83.4,0,3.5,0,86.9,"60h sustained. Volume held all month. Storage: 50GB network volume @ $0.07/GB-mo. EU datacenter, vetted T3/T4 hardware"
training,UpCloud,NVIDIA L40S,48,yes,on-demand,60,76.2,0,12.5,0,88.7,60h sustained. Volume held all month. Storage: 50GB MaxIOPS Helsinki @ $0.250/GB-mo (Standard $0.097 = $4.85 is the cheaper option). | MISSES sub-hour billing - 'GPU Server plans are billed by the starting hour'
training,Verda,NVIDIA L40S,48,yes,on-demand,60,82.2,0,10.0,0,92.2,"60h sustained. Volume held all month. Storage: 50GB NVMe @ $0.20/GiB-mo. Ada-generation 48GB, faster than an A6000"
training,DigitalOcean,NVIDIA L40S,48,no,on-demand,60,94.2,0,0.0,0,94.2,"60h sustained. Volume held all month. Storage: VOLUME PRICE NOT PUBLISHED/FETCHED - storage cost OMITTED, total is a LOWER BOUND. TOR1 Toronto ONLY - inside DigitalOcean, cheap-48GB and EU are mutually exclusive"
training,Nebius,NVIDIA L40S (AMD CPU),48,yes,on-demand,60,93.0,0,4.0,0,97.0,60h sustained. Volume held all month. Storage: 50GB Shared Filesystem @ $0.08/GiB-mo (billed regardless of VM attachment). eu-north1 Finland; true per-second billing
training,Google Cloud,NVIDIA A100 80GB (a2-ultragpu-1g ALL-IN),80,yes,spot/preemptible,60,105.36,0,0.0,0,105.36,"60h sustained at the spot/preemptible rate $1.756/hr. INTERRUPTION RISK: UPPER BOUND: $0.5456 spot accelerator + ON-DEMAND vCPU/RAM, because GCP's A2 spot core/RAM SKUs were not fetched. True spot is lower.. A 60h run WILL be interrupted at least once on most preemptible tiers - checkpoint or do not use this mode. Storage: PERSISTENT DISK PRICE NOT CAPTURED - storage OMITTED, total is a LOWER BOUND. europe-north1 Finland. All-in = 12 vCPU x $0.034806 + 170 GiB x $0.004664 + $4.325209 accelerator. Every OTHER GCP figure in this study is accelerator-only and NOT comparable."
training,Verda,NVIDIA H100 SXM5,80,yes,spot/preemptible,60,97.8,0,10.0,0,107.8,60h sustained at the spot/preemptible rate $1.63/hr. INTERRUPTION RISK: . A 60h run WILL be interrupted at least once on most preemptible tiers - checkpoint or do not use this mode. Storage: 50GB NVMe @ $0.20/GiB-mo. cheapest source-verified EU H100
training,Cerebrium,NVIDIA L40S,48,no,on-demand,60,117.07,0,0.0,0,117.07,60h sustained. Volume held all month. Storage: first 100GB free @ $0.05/GB-mo beyond. L40S is NOT in either GA EU region - US-only despite Cerebrium's EU story
training,Modal,NVIDIA L40S,48,no,on-demand,60,117.07,0,0.0,0,117.07,60h sustained. Volume held all month. Storage: 1 TiB/month free @ $0.09/GiB-mo beyond. US base rate
training,Verda,NVIDIA A100 SXM4 80GB,80,yes,on-demand,60,107.4,0,10.0,0,117.4,60h sustained. Volume held all month. Storage: 50GB NVMe @ $0.20/GiB-mo. Finland
training,AWS EC2,NVIDIA L40S (g6e.xlarge),48,yes,on-demand,60,117.66,0,4.18,0,121.84,"60h sustained. Volume held all month. Storage: 50GB gp3 @ $0.0836/GB-mo eu-south-2/Stockholm rate (NOT re-verified). eu-south-2 Spain, cheapest EU. Only 4 vCPU - the loractl encode phase is single-threaded CPU, so g6e.4xlarge at $3.187 may be the honest floor"
training,RunPod (Secure Cloud),NVIDIA RTX PRO 6000 (96GB),96,yes,on-demand,60,119.4,0,3.5,0,122.9,60h sustained. Volume held all month. Storage: 50GB network volume @ $0.07/GB-mo. 96GB in an EU datacenter
training,Verda,NVIDIA RTX PRO 6000 (96GB),96,yes,on-demand,60,113.4,0,10.0,0,123.4,"60h sustained. Volume held all month. Storage: 50GB NVMe @ $0.20/GiB-mo. 96GB removes the ADR-0005 ceiling outright, in an EU region, for under $2/hr"
training,UpCloud,NVIDIA H100,80,yes,spot/preemptible,60,112.8,0,12.5,0,125.3,60h sustained at the spot/preemptible rate $1.88/hr. INTERRUPTION RISK: spot is only $0.01/hr cheaper than on-demand on H100 - no reason to take the interruption risk. A 60h run WILL be interrupted at least once on most preemptible tiers - checkpoint or do not use this mode. Storage: 50GB MaxIOPS Helsinki @ $0.250/GB-mo. | MISSES sub-hour billing - billed by the starting hour
training,UpCloud,NVIDIA H100,80,yes,on-demand,60,113.4,0,12.5,0,125.9,60h sustained. Volume held all month. Storage: 50GB MaxIOPS Helsinki @ $0.250/GB-mo. | MISSES sub-hour billing - billed by the starting hour
training,Exoscale,NVIDIA RTX Pro 6000 (96GB),96,yes,on-demand,60,129.0,0,0.0,0,129.0,"60h sustained. Volume held all month. Storage: BLOCK STORAGE PRICE UNVERIFIABLE (renders client-side) - storage OMITTED, total is a LOWER BOUND; GPU local storage is billed separately and excluded from the headline rate. PRICE UNVERIFIABLE - carried forward as the corrected numeral after removing a fabricated FX conversion. Also gated behind MANUAL ACCOUNT SCREENING favouring 'established businesses'"
training,Nebius,NVIDIA HGX H100,80,yes,spot/preemptible,60,129.0,0,4.0,0,133.0,60h sustained at the spot/preemptible rate $2.15/hr. INTERRUPTION RISK: genuine preemptible. A 60h run WILL be interrupted at least once on most preemptible tiers - checkpoint or do not use this mode. Storage: 50GB Shared Filesystem @ $0.08/GiB-mo. eu-north1 Finland is the only Nebius region with H100
training,Modal,"NVIDIA L40S (EU-pinned, broad 'eu')",48,yes,on-demand,60,175.61,0,0.0,0,175.61,60h sustained. Volume held all month. Storage: 1 TiB/month free. EU pinning applies a 1.5x multiplier to the $1.9512 base; narrow eu-west Dublin is 1.75x = $3.4146
training,Cerebrium,NVIDIA H100,80,yes,on-demand,60,203.9,0,0.0,0,203.9,60h sustained. Volume held all month. Storage: first 100GB free. one of the few Cerebrium SKUs actually schedulable in an EU region
training,Verda,NVIDIA H100 SXM5,80,yes,on-demand,60,195.0,0,10.0,0,205.0,60h sustained. Volume held all month. Storage: 50GB NVMe @ $0.20/GiB-mo. cheapest source-verified EU H100
training,Lambda,NVIDIA H100 PCIe,80,yes,on-demand,60,197.4,0,10.0,0,207.4,60h sustained. Volume held all month. Storage: 50GB filesystem @ $0.20/GiB-mo. no spot tier
training,Nebius,NVIDIA HGX H100,80,yes,on-demand,60,231.0,0,4.0,0,235.0,60h sustained. Volume held all month. Storage: 50GB Shared Filesystem @ $0.08/GiB-mo. eu-north1 Finland is the only Nebius region with H100
training,DigitalOcean,NVIDIA HGX H100,80,yes,on-demand,60,264.6,0,0.0,0,264.6,"60h sustained. Volume held all month. Storage: VOLUME PRICE NOT PUBLISHED/FETCHED - storage OMITTED, total is a LOWER BOUND. AMS3 Amsterdam is DigitalOcean's ONLY EU GPU and H100 is its ONLY EU GPU model"
training,Microsoft Azure,NVIDIA A100 80GB (NC24ads_A100_v4),80,yes,on-demand,60,264.48,0,19.71,0,284.19,"60h sustained. Volume held all month. Storage: Azure disks are TIERED - a 50GB cache pays the 128 GiB P10 tier: $19.71/mo northeurope (Standard SSD E-tier is cheaper). northeurope Ireland. The only single 80GB+ GPU sold as a normal VM in an EU region without buying eight. Whole-VM price, directly comparable."
training,Google Cloud,NVIDIA A100 80GB (a2-ultragpu-1g ALL-IN),80,yes,on-demand,60,332.16,0,0.0,0,332.16,"60h sustained. Volume held all month. Storage: PERSISTENT DISK PRICE NOT CAPTURED - storage OMITTED, total is a LOWER BOUND. europe-north1 Finland. All-in = 12 vCPU x $0.034806 + 170 GiB x $0.004664 + $4.325209 accelerator. Every OTHER GCP figure in this study is accelerator-only and NOT comparable."
training,Modal,"NVIDIA H100 (EU-pinned, broad 'eu')",80,yes,on-demand,60,355.43,0,0.0,0,355.43,60h sustained. Volume held all month. Storage: 1 TiB/month free. $3.9492 base x 1.5 EU multiplier; narrow eu-west Dublin is 1.75x = $6.9111
training,AWS EC2,NVIDIA H100 SXM (p5.4xlarge),80,yes,on-demand,60,536.64,0,4.18,0,540.82,60h sustained. Volume held all month. Storage: 50GB gp3 @ $0.0836/GB-mo. eu-west-2 LONDON - the only single-H100 EC2 shape anywhere in the EU/UK; not available in Stockholm or Frankfurt
ci-smoke,Salad,NVIDIA GeForce RTX 4090,24,no,on-demand,8.0,1.63,0.0,,0,1.63,"[ADDED POST-HOC: 24-32GB tier, costed after ADR-0005 Addendum 3 showed the int4 512px step fits 24GB at 19.4GB peak] 40 runs x 12min = 8.00h; boot 0s x40 overhead. hard_reqs_passed=2/3. FAILS persistent volume; nodes are strangers gaming PCs; does not bill cold boot"
interactive-dev,Salad,NVIDIA GeForce RTX 4090,24,no,on-demand,20.0,4.08,0.0,,0,4.08,"[ADDED POST-HOC: 24-32GB tier, costed after ADR-0005 Addendum 3 showed the int4 512px step fits 24GB at 19.4GB peak] 20h; volume held all month. hard_reqs_passed=2/3. FAILS persistent volume; nodes are strangers gaming PCs; does not bill cold boot"
training,Salad,NVIDIA GeForce RTX 4090,24,no,on-demand,60.0,12.24,0.0,,0,12.24,"[ADDED POST-HOC: 24-32GB tier, costed after ADR-0005 Addendum 3 showed the int4 512px step fits 24GB at 19.4GB peak] 60h; volume held all month. hard_reqs_passed=2/3. FAILS persistent volume; nodes are strangers gaming PCs; does not bill cold boot"
ci-smoke,RunPod (Community Cloud),NVIDIA GeForce RTX 3090,24,yes,on-demand,8.6667,1.76,0.15,3.5,0,5.41,"[ADDED POST-HOC: 24-32GB tier, costed after ADR-0005 Addendum 3 showed the int4 512px step fits 24GB at 19.4GB peak] 40 runs x 12min = 8.00h; boot 60s x40 overhead. hard_reqs_passed=3/3. network volume $0.07/GB-mo, survives pod termination"
interactive-dev,RunPod (Community Cloud),NVIDIA GeForce RTX 3090,24,yes,on-demand,20.0,4.4,0.0,3.5,0,7.9,"[ADDED POST-HOC: 24-32GB tier, costed after ADR-0005 Addendum 3 showed the int4 512px step fits 24GB at 19.4GB peak] 20h; volume held all month. hard_reqs_passed=3/3. network volume $0.07/GB-mo, survives pod termination"
training,RunPod (Community Cloud),NVIDIA GeForce RTX 3090,24,yes,on-demand,60.0,13.2,0.0,3.5,0,16.7,"[ADDED POST-HOC: 24-32GB tier, costed after ADR-0005 Addendum 3 showed the int4 512px step fits 24GB at 19.4GB peak] 60h; volume held all month. hard_reqs_passed=3/3. network volume $0.07/GB-mo, survives pod termination"
ci-smoke,Salad,NVIDIA GeForce RTX 5090,32,no,on-demand,8.0,2.35,0.0,,0,2.35,"[ADDED POST-HOC: 24-32GB tier, costed after ADR-0005 Addendum 3 showed the int4 512px step fits 24GB at 19.4GB peak] 40 runs x 12min = 8.00h; boot 0s x40 overhead. hard_reqs_passed=2/3. FAILS persistent volume; nodes are strangers gaming PCs; does not bill cold boot"
interactive-dev,Salad,NVIDIA GeForce RTX 5090,32,no,on-demand,20.0,5.88,0.0,,0,5.88,"[ADDED POST-HOC: 24-32GB tier, costed after ADR-0005 Addendum 3 showed the int4 512px step fits 24GB at 19.4GB peak] 20h; volume held all month. hard_reqs_passed=2/3. FAILS persistent volume; nodes are strangers gaming PCs; does not bill cold boot"
training,Salad,NVIDIA GeForce RTX 5090,32,no,on-demand,60.0,17.64,0.0,,0,17.64,"[ADDED POST-HOC: 24-32GB tier, costed after ADR-0005 Addendum 3 showed the int4 512px step fits 24GB at 19.4GB peak] 60h; volume held all month. hard_reqs_passed=2/3. FAILS persistent volume; nodes are strangers gaming PCs; does not bill cold boot"
ci-smoke,Vast.ai,NVIDIA GeForce RTX 4090,24,yes,on-demand,9.3333,2.64,0.44,,0,3.08,"[ADDED POST-HOC: 24-32GB tier, costed after ADR-0005 Addendum 3 showed the int4 512px step fits 24GB at 19.4GB peak] 40 runs x 12min = 8.00h; boot 120s x40 overhead. hard_reqs_passed=2/3. FAILS persistent volume (machine-local); egress charged BOTH directions at host-set $0.004-$40/TB; storage unpriceable"
interactive-dev,Vast.ai,NVIDIA GeForce RTX 4090,24,yes,on-demand,20.0,6.61,0.0,,0,6.61,"[ADDED POST-HOC: 24-32GB tier, costed after ADR-0005 Addendum 3 showed the int4 512px step fits 24GB at 19.4GB peak] 20h; volume held all month. hard_reqs_passed=2/3. FAILS persistent volume (machine-local); egress charged BOTH directions at host-set $0.004-$40/TB; storage unpriceable"
training,Vast.ai,NVIDIA GeForce RTX 4090,24,yes,on-demand,60.0,19.82,0.0,,0,19.82,"[ADDED POST-HOC: 24-32GB tier, costed after ADR-0005 Addendum 3 showed the int4 512px step fits 24GB at 19.4GB peak] 60h; volume held all month. hard_reqs_passed=2/3. FAILS persistent volume (machine-local); egress charged BOTH directions at host-set $0.004-$40/TB; storage unpriceable"
ci-smoke,RunPod (Community Cloud),NVIDIA GeForce RTX 4090,24,yes,on-demand,8.6667,2.72,0.23,3.5,0,6.45,"[ADDED POST-HOC: 24-32GB tier, costed after ADR-0005 Addendum 3 showed the int4 512px step fits 24GB at 19.4GB peak] 40 runs x 12min = 8.00h; boot 60s x40 overhead. hard_reqs_passed=3/3. network volume $0.07/GB-mo, survives pod termination"
interactive-dev,RunPod (Community Cloud),NVIDIA GeForce RTX 4090,24,yes,on-demand,20.0,6.8,0.0,3.5,0,10.3,"[ADDED POST-HOC: 24-32GB tier, costed after ADR-0005 Addendum 3 showed the int4 512px step fits 24GB at 19.4GB peak] 20h; volume held all month. hard_reqs_passed=3/3. network volume $0.07/GB-mo, survives pod termination"
training,RunPod (Community Cloud),NVIDIA GeForce RTX 4090,24,yes,on-demand,60.0,20.4,0.0,3.5,0,23.9,"[ADDED POST-HOC: 24-32GB tier, costed after ADR-0005 Addendum 3 showed the int4 512px step fits 24GB at 19.4GB peak] 60h; volume held all month. hard_reqs_passed=3/3. network volume $0.07/GB-mo, survives pod termination"
ci-smoke,Vast.ai,NVIDIA GeForce RTX 5090,32,yes,on-demand,9.3333,2.92,0.49,,0,3.41,"[ADDED POST-HOC: 24-32GB tier, costed after ADR-0005 Addendum 3 showed the int4 512px step fits 24GB at 19.4GB peak] 40 runs x 12min = 8.00h; boot 120s x40 overhead. hard_reqs_passed=2/3. FAILS persistent volume (machine-local); egress charged BOTH directions at host-set $0.004-$40/TB; storage unpriceable"
interactive-dev,Vast.ai,NVIDIA GeForce RTX 5090,32,yes,on-demand,20.0,7.29,0.0,,0,7.29,"[ADDED POST-HOC: 24-32GB tier, costed after ADR-0005 Addendum 3 showed the int4 512px step fits 24GB at 19.4GB peak] 20h; volume held all month. hard_reqs_passed=2/3. FAILS persistent volume (machine-local); egress charged BOTH directions at host-set $0.004-$40/TB; storage unpriceable"
training,Vast.ai,NVIDIA GeForce RTX 5090,32,yes,on-demand,60.0,21.86,0.0,,0,21.86,"[ADDED POST-HOC: 24-32GB tier, costed after ADR-0005 Addendum 3 showed the int4 512px step fits 24GB at 19.4GB peak] 60h; volume held all month. hard_reqs_passed=2/3. FAILS persistent volume (machine-local); egress charged BOTH directions at host-set $0.004-$40/TB; storage unpriceable"
ci-smoke,RunPod (Secure Cloud),NVIDIA GeForce RTX 3090,24,yes,on-demand,8.6667,3.68,0.31,3.5,0,7.49,"[ADDED POST-HOC: 24-32GB tier, costed after ADR-0005 Addendum 3 showed the int4 512px step fits 24GB at 19.4GB peak] 40 runs x 12min = 8.00h; boot 60s x40 overhead. hard_reqs_passed=3/3. network volume $0.07/GB-mo, survives pod termination"
interactive-dev,RunPod (Secure Cloud),NVIDIA GeForce RTX 3090,24,yes,on-demand,20.0,9.2,0.0,3.5,0,12.7,"[ADDED POST-HOC: 24-32GB tier, costed after ADR-0005 Addendum 3 showed the int4 512px step fits 24GB at 19.4GB peak] 20h; volume held all month. hard_reqs_passed=3/3. network volume $0.07/GB-mo, survives pod termination"
training,RunPod (Secure Cloud),NVIDIA GeForce RTX 3090,24,yes,on-demand,60.0,27.6,0.0,3.5,0,31.1,"[ADDED POST-HOC: 24-32GB tier, costed after ADR-0005 Addendum 3 showed the int4 512px step fits 24GB at 19.4GB peak] 60h; volume held all month. hard_reqs_passed=3/3. network volume $0.07/GB-mo, survives pod termination"
ci-smoke,RunPod (Community Cloud),NVIDIA GeForce RTX 5090,32,yes,on-demand,8.6667,5.52,0.46,3.5,0,9.48,"[ADDED POST-HOC: 24-32GB tier, costed after ADR-0005 Addendum 3 showed the int4 512px step fits 24GB at 19.4GB peak] 40 runs x 12min = 8.00h; boot 60s x40 overhead. hard_reqs_passed=3/3. network volume $0.07/GB-mo, survives pod termination"
interactive-dev,RunPod (Community Cloud),NVIDIA GeForce RTX 5090,32,yes,on-demand,20.0,13.8,0.0,3.5,0,17.3,"[ADDED POST-HOC: 24-32GB tier, costed after ADR-0005 Addendum 3 showed the int4 512px step fits 24GB at 19.4GB peak] 20h; volume held all month. hard_reqs_passed=3/3. network volume $0.07/GB-mo, survives pod termination"
training,RunPod (Community Cloud),NVIDIA GeForce RTX 5090,32,yes,on-demand,60.0,41.4,0.0,3.5,0,44.9,"[ADDED POST-HOC: 24-32GB tier, costed after ADR-0005 Addendum 3 showed the int4 512px step fits 24GB at 19.4GB peak] 60h; volume held all month. hard_reqs_passed=3/3. network volume $0.07/GB-mo, survives pod termination"
ci-smoke,RunPod (Secure Cloud),NVIDIA GeForce RTX 4090,24,yes,on-demand,8.6667,5.52,0.46,3.5,0,9.48,"[ADDED POST-HOC: 24-32GB tier, costed after ADR-0005 Addendum 3 showed the int4 512px step fits 24GB at 19.4GB peak] 40 runs x 12min = 8.00h; boot 60s x40 overhead. hard_reqs_passed=3/3. network volume $0.07/GB-mo, survives pod termination"
interactive-dev,RunPod (Secure Cloud),NVIDIA GeForce RTX 4090,24,yes,on-demand,20.0,13.8,0.0,3.5,0,17.3,"[ADDED POST-HOC: 24-32GB tier, costed after ADR-0005 Addendum 3 showed the int4 512px step fits 24GB at 19.4GB peak] 20h; volume held all month. hard_reqs_passed=3/3. network volume $0.07/GB-mo, survives pod termination"
training,RunPod (Secure Cloud),NVIDIA GeForce RTX 4090,24,yes,on-demand,60.0,41.4,0.0,3.5,0,44.9,"[ADDED POST-HOC: 24-32GB tier, costed after ADR-0005 Addendum 3 showed the int4 512px step fits 24GB at 19.4GB peak] 60h; volume held all month. hard_reqs_passed=3/3. network volume $0.07/GB-mo, survives pod termination"
ci-smoke,Beam Cloud,NVIDIA GeForce RTX 4090,24,unknown,on-demand,8.0,5.53,0.0,0.0,0,5.53,"[ADDED POST-HOC: 24-32GB tier, costed after ADR-0005 Addendum 3 showed the int4 512px step fits 24GB at 19.4GB peak] 40 runs x 12min = 8.00h; boot 2s x40 overhead. hard_reqs_passed=3/3. 1 TB storage included. Beam does not bill cold boot"
interactive-dev,Beam Cloud,NVIDIA GeForce RTX 4090,24,unknown,on-demand,20.0,13.82,0.0,0.0,0,13.82,"[ADDED POST-HOC: 24-32GB tier, costed after ADR-0005 Addendum 3 showed the int4 512px step fits 24GB at 19.4GB peak] 20h; volume held all month. hard_reqs_passed=3/3. 1 TB storage included. Beam does not bill cold boot"
training,Beam Cloud,NVIDIA GeForce RTX 4090,24,unknown,on-demand,60.0,41.47,0.0,0.0,0,41.47,"[ADDED POST-HOC: 24-32GB tier, costed after ADR-0005 Addendum 3 showed the int4 512px step fits 24GB at 19.4GB peak] 60h; volume held all month. hard_reqs_passed=3/3. 1 TB storage included. Beam does not bill cold boot"
ci-smoke,RunPod (Secure Cloud),NVIDIA GeForce RTX 5090,32,yes,on-demand,8.6667,7.92,0.66,3.5,0,12.08,"[ADDED POST-HOC: 24-32GB tier, costed after ADR-0005 Addendum 3 showed the int4 512px step fits 24GB at 19.4GB peak] 40 runs x 12min = 8.00h; boot 60s x40 overhead. hard_reqs_passed=3/3. network volume $0.07/GB-mo, survives pod termination"
interactive-dev,RunPod (Secure Cloud),NVIDIA GeForce RTX 5090,32,yes,on-demand,20.0,19.8,0.0,3.5,0,23.3,"[ADDED POST-HOC: 24-32GB tier, costed after ADR-0005 Addendum 3 showed the int4 512px step fits 24GB at 19.4GB peak] 20h; volume held all month. hard_reqs_passed=3/3. network volume $0.07/GB-mo, survives pod termination"
training,RunPod (Secure Cloud),NVIDIA GeForce RTX 5090,32,yes,on-demand,60.0,59.4,0.0,3.5,0,62.9,"[ADDED POST-HOC: 24-32GB tier, costed after ADR-0005 Addendum 3 showed the int4 512px step fits 24GB at 19.4GB peak] 60h; volume held all month. hard_reqs_passed=3/3. network volume $0.07/GB-mo, survives pod termination"
ci-smoke,RunPod (Serverless),NVIDIA GeForce RTX 4090,24,yes,on-demand,8.6667,8.8,0.73,3.5,0,13.03,"[ADDED POST-HOC: 24-32GB tier, costed after ADR-0005 Addendum 3 showed the int4 512px step fits 24GB at 19.4GB peak] 40 runs x 12min = 8.00h; boot 60s x40 overhead. hard_reqs_passed=3/3. network volume $0.07/GB-mo, survives pod termination"
interactive-dev,RunPod (Serverless),NVIDIA GeForce RTX 4090,24,yes,on-demand,20.0,22.0,0.0,3.5,0,25.5,"[ADDED POST-HOC: 24-32GB tier, costed after ADR-0005 Addendum 3 showed the int4 512px step fits 24GB at 19.4GB peak] 20h; volume held all month. hard_reqs_passed=3/3. network volume $0.07/GB-mo, survives pod termination"
training,RunPod (Serverless),NVIDIA GeForce RTX 4090,24,yes,on-demand,60.0,66.0,0.0,3.5,0,69.5,"[ADDED POST-HOC: 24-32GB tier, costed after ADR-0005 Addendum 3 showed the int4 512px step fits 24GB at 19.4GB peak] 60h; volume held all month. hard_reqs_passed=3/3. network volume $0.07/GB-mo, survives pod termination"
